geolocation,question,location,response,value,lowConfidenceLimit,highConfidenceLimit,sampleSize,breakOut,breakOutCategory,questionID,locationID
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),91.7,89.4,93.6,86,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),91.2,88.6,93.3,74,"Less than $10,000",Income (years 2004 and beyond),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),7.4,5.8,9.4,132,"$50,000 or more",Income (years 2004 and beyond),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),8.8,6.7,11.4,146,"Less than $10,000",Income (years 2004 and beyond),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),91.9,88.9,94.1,59,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),92.6,90.6,94.2,104,"$50,000 or more",Income (years 2004 and beyond),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),8.3,6.4,10.6,130,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),89.9,88.2,91.4,143,Other,Marital Status,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),7.2,6.4,8.2,275,Married,Marital Status,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),10.1,8.6,11.8,321,Other,Marital Status,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),92.8,91.8,93.6,241,Married,Marital Status,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),90.8,88.9,92.3,131,30+ yrs,Maternal Age (3 Levels),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),91.5,87.8,94.2,43,<20 yrs,Maternal Age (3 Levels),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),9.2,7.7,11.1,194,30+ yrs,Maternal Age (3 Levels),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),8.5,5.8,12.2,68,<20 yrs,Maternal Age (3 Levels),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),8,7.1,9.1,335,20-29 yrs,Maternal Age (3 Levels),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),92,90.9,92.9,210,20-29 yrs,Maternal Age (3 Levels),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),8.5,5.8,12.2,68,<20 yrs,Maternal Age (4 Levels),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),91.5,87.8,94.2,43,<20 yrs,Maternal Age (4 Levels),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),92.9,91.7,93.9,197,25-34 yrs,Maternal Age (4 Levels),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),88.9,84.7,92,47,35+ yrs,Maternal Age (4 Levels),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),90.2,88,92.1,97,20-24 yrs,Maternal Age (4 Levels),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),11.1,8,15.3,90,35+ yrs,Maternal Age (4 Levels),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),9.8,7.9,12,187,20-24 yrs,Maternal Age (4 Levels),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),7.1,6.1,8.3,252,25-34 yrs,Maternal Age (4 Levels),QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),6.7,5.4,8.3,174,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),9.3,7.6,11.4,167,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),89.9,88,91.6,121,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),94.8,89.9,97.4,19,Age < 18,Maternal Age - 18 to 44 years in groupings,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),90.7,88.6,92.4,110,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),93.3,91.7,94.6,133,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),5.2,2.6,10.1,20,Age < 18,Maternal Age - 18 to 44 years in groupings,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),10.1,8.4,12,235,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),8.7,8.3,9.1,576,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),91.3,90.9,91.7,364,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),8.9,6.8,11.6,110,< 12 yrs,Maternal Education,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),90.7,88.7,92.4,118,12 yrs,Maternal Education,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),7.2,6.2,8.5,260,>12 yrs,Maternal Education,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),9.3,7.6,11.3,201,12 yrs,Maternal Education,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),91.1,88.4,93.2,69,< 12 yrs,Maternal Education,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),92.8,91.5,93.8,184,>12 yrs,Maternal Education,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),93.8,91.5,95.5,70,Hispanic,Maternal Race/Ethnicity,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),12.8,10.5,15.6,268,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),7.1,4.7,10.6,94,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),93.4,92.2,94.5,181,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),6.6,5.5,7.8,172,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),92.9,89.4,95.3,40,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),87.2,84.4,89.5,92,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),6.2,4.5,8.5,57,Hispanic,Maternal Race/Ethnicity,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),9.7,8.7,10.8,396,Medicaid,Medicaid Recipient,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),93.3,92,94.4,165,Non-Medicaid,Medicaid Recipient,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),6.7,5.6,8,201,Non-Medicaid,Medicaid Recipient,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),90.3,89.2,91.3,219,Medicaid,Medicaid Recipient,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),6.2,4.5,8.5,57,Hispanic,Mother Hispanic,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),93.8,91.5,95.5,70,Hispanic,Mother Hispanic,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),91,90.3,91.6,305,Non-Hispanic,Mother Hispanic,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),9,8.4,9.7,530,Non-Hispanic,Mother Hispanic,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),8.5,8.2,8.8,597,None,None,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),91.5,91.2,91.8,384,None,None,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),91.9,90.8,92.9,215,1 or more,Number of Previous Live Births,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),91.3,89.9,92.6,159,0,Number of Previous Live Births,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),8.1,7.1,9.2,303,1 or more,Number of Previous Live Births,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),8.7,7.4,10.1,278,0,Number of Previous Live Births,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),91.2,89.9,92.3,191,WIC,On WIC during Pregnancy,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),8.1,7,9.3,264,Non-WIC,On WIC during Pregnancy,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),8.8,7.7,10.1,327,WIC,On WIC during Pregnancy,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),91.9,90.7,93,190,Non-WIC,On WIC during Pregnancy,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),9.1,7.8,10.5,305,Unintended,Pregnancy Intendedness,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),91.9,90.7,92.9,209,Intended,Pregnancy Intendedness,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),90.9,89.5,92.2,170,Unintended,Pregnancy Intendedness,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),8.1,7.1,9.3,291,Intended,Pregnancy Intendedness,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),8.7,6.5,11.5,99,Smoker,Smoked 3 months before Pregnancy,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),8.5,7.9,9.1,494,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),91.3,88.5,93.5,67,Smoker,Smoked 3 months before Pregnancy,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),91.5,90.9,92.1,314,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),91.8,91.3,92.3,351,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),8.2,7.7,8.7,538,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,LBW (<=2500g),12.2,8.1,18.1,55,Smoker,Smoked last 3 months of Pregnancy,QUO7,13
"(32.839681093, -83.627580346)",Baby's Weight,Georgia,NBW (>2500g),87.8,81.9,91.9,29,Smoker,Smoked last 3 months of Pregnancy,QUO7,13
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),80.9,69.2,88.9,20,Unknown PNC,Adequacy of Prenatal care,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),92.5,92,93,713,Adequate PNC,Adequacy of Prenatal care,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),11.4,7.9,16.1,55,Inadequate PNC,Adequacy of Prenatal care,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),7.5,7,8,425,Adequate PNC,Adequacy of Prenatal care,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),19.1,11.1,30.8,23,Unknown PNC,Adequacy of Prenatal care,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),9.1,7.6,10.8,160,Intermediate PNC,Adequacy of Prenatal care,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),90.9,89.2,92.4,217,Intermediate PNC,Adequacy of Prenatal care,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),88.6,83.9,92.1,46,Inadequate PNC,Adequacy of Prenatal care,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),95.1,93.9,96,212,"$50,000 or more",Income (years 2004 and beyond),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),92.4,91.2,93.4,302,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),7.6,6.6,8.8,194,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),90.4,88.4,92.1,176,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),9.6,7.9,11.6,122,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),11,9.5,12.7,220,"Less than $10,000",Income (years 2004 and beyond),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),89,87.3,90.5,254,"Less than $10,000",Income (years 2004 and beyond),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),4.9,4,6.1,83,"$50,000 or more",Income (years 2004 and beyond),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),6.7,6.1,7.3,322,Married,Marital Status,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),10.5,9.5,11.6,341,Other,Marital Status,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),93.3,92.7,93.9,585,Married,Marital Status,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),89.5,88.4,90.5,409,Other,Marital Status,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),7.1,6,8.3,141,30+ yrs,Maternal Age (3 Levels),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),90.3,88,92.2,143,<20 yrs,Maternal Age (3 Levels),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),8.5,7.9,9.2,411,20-29 yrs,Maternal Age (3 Levels),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),91.5,90.8,92.1,602,20-29 yrs,Maternal Age (3 Levels),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),92.9,91.7,94,251,30+ yrs,Maternal Age (3 Levels),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),9.7,7.8,12,111,<20 yrs,Maternal Age (3 Levels),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),8.9,7.8,10.2,224,20-24 yrs,Maternal Age (4 Levels),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),7.4,6.7,8.2,277,25-34 yrs,Maternal Age (4 Levels),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),91.5,88.4,93.8,76,35+ yrs,Maternal Age (4 Levels),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),91.1,89.8,92.2,315,20-24 yrs,Maternal Age (4 Levels),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),9.7,7.8,12,111,<20 yrs,Maternal Age (4 Levels),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),92.6,91.8,93.3,462,25-34 yrs,Maternal Age (4 Levels),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),90.3,88,92.2,143,<20 yrs,Maternal Age (4 Levels),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),8.5,6.2,11.6,51,35+ yrs,Maternal Age (4 Levels),QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),7.9,6.9,9,214,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),9.5,8.5,10.5,311,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),93.2,91.7,94.4,204,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),93.5,89.9,95.9,52,Age < 18,Maternal Age - 18 to 44 years in groupings,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),6.5,4.1,10.1,24,Age < 18,Maternal Age - 18 to 44 years in groupings,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),92.1,91,93.1,334,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),6.8,5.6,8.3,111,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),90.5,89.5,91.5,406,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),91.7,91.5,91.9,944,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),8.3,8.1,8.5,636,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),90.4,89.3,91.4,385,12 yrs,Maternal Education,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),8.2,6.7,10,128,< 12 yrs,Maternal Education,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),91.8,90,93.3,175,< 12 yrs,Maternal Education,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),9.6,8.6,10.7,310,12 yrs,Maternal Education,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),92.9,92.1,93.7,428,>12 yrs,Maternal Education,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),7.1,6.3,7.9,219,>12 yrs,Maternal Education,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),94,89.5,96.7,28,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),93.8,91.1,95.7,63,Hispanic,Maternal Race/Ethnicity,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),14.6,12.3,17.3,184,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),92.9,92.4,93.4,750,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),6,3.3,10.5,15,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),6.2,4.3,8.9,45,Hispanic,Maternal Race/Ethnicity,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),7.1,6.6,7.6,419,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),85.4,82.7,87.7,155,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),93.5,92.7,94.3,377,Non-Medicaid,Medicaid Recipient,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),90.5,89.8,91.2,619,Medicaid,Medicaid Recipient,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),9.5,8.8,10.2,468,Medicaid,Medicaid Recipient,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),6.5,5.7,7.3,195,Non-Medicaid,Medicaid Recipient,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),91.5,91.2,91.7,931,Non-Hispanic,Mother Hispanic,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),8.5,8.3,8.8,618,Non-Hispanic,Mother Hispanic,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),93.8,91.1,95.7,63,Hispanic,Mother Hispanic,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),6.2,4.3,8.9,45,Hispanic,Mother Hispanic,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),91.7,91.6,91.9,996,None,None,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),8.3,8.1,8.4,663,None,None,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),92.2,91.5,92.8,606,1 or more,Number of Previous Live Births,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),9,8,10,282,0,Number of Previous Live Births,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),91,90,92,388,0,Number of Previous Live Births,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),7.8,7.2,8.5,379,1 or more,Number of Previous Live Births,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),93.3,92.5,94.1,383,Non-WIC,On WIC during Pregnancy,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),9.4,8.7,10.2,447,WIC,On WIC during Pregnancy,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),90.6,89.8,91.3,605,WIC,On WIC during Pregnancy,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),6.7,5.9,7.5,210,Non-WIC,On WIC during Pregnancy,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),8.1,7.3,8.9,310,Intended,Pregnancy Intendedness,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),8.7,7.9,9.5,347,Unintended,Pregnancy Intendedness,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),91.3,90.5,92.1,511,Unintended,Pregnancy Intendedness,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),91.9,91.1,92.7,467,Intended,Pregnancy Intendedness,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),7.2,6.7,7.8,382,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),89.8,88.4,91,316,Smoker,Smoked 3 months before Pregnancy,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),10.2,9,11.6,263,Smoker,Smoked 3 months before Pregnancy,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),92.8,92.2,93.3,667,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),92.6,92.1,93.1,738,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,NBW (>2500g),89.2,87.5,90.8,242,Smoker,Smoked last 3 months of Pregnancy,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),7.4,6.9,7.9,437,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,5
"(34.748650124, -92.274490743)",Baby's Weight,Arkansas,LBW (<=2500g),10.8,9.2,12.5,209,Smoker,Smoked last 3 months of Pregnancy,QUO7,5
"(35.466220975, -79.159250463)",Baby's Weight,North Carolina,LBW (<=2500g),7.6,6,9.6,72,Intermediate PNC,Adequacy of Prenatal care,QUO7,37
"(35.466220975, -79.159250463)",Baby's Weight,North Carolina,NBW (>2500g),86.5,78.2,92,23,Inadequate PNC,Adequacy of Prenatal care,QUO7,37
"(35.466220975, -79.159250463)",Baby's Weight,North Carolina,NBW (>2500g),92.4,90.4,94,162,Intermediate PNC,Adequacy of Prenatal care,QUO7,37
